Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
13320,DE,Electric Vehicle (EV) and Plug-In Hybrid Electric Vehicle (PHEV) Rebates,"The Delaware Department of Natural Resources and Environmental Control
(DNREC) offers rebates for the purchase or lease of an EV or PHEV. EVs
may receive a rebate of up to \$2,500, and PHEVs may receive a rebate of
up to \$1,000. Individuals may receive a maximum of two rebates.
Businesses, non-profit organizations, government entities, educational
institutions, and other organizations may receive a maximum of six
rebates. For more information, including program eligibility and
requirements, see the DNREC [Drive
Electric](https://driveelectricdelaware.org/) website.

(Reference [House Bill 12, 2023](https://legis.delaware.gov/BillDetail?legislationId=130286) and [Delaware Revised Statutes 29-80.64](https://delcode.delaware.gov/))",2023-08-03 00:00:00 UTC,,false,25,State Incentives,"",2023-09-07 16:32:26 UTC,,,,"",ELEC|PHEV,RBATE,"",FLEET|GOV|OTHER|IND|TRANS,https://legis.delaware.gov/BillDetail?legislationId=130286|https://delcode.delaware.gov/,enacted,2023-08-03
13353,DE,Electric Vehicle (EV) Charging Station Building Standards for Residential Developments,"Beginning January 1, 2024, new construction of single-family homes must
include at least one EV-capable parking spot.

Beginning January 1, 2025, at least 5% of total parking spaces at newly
constructed multifamily housing developments must have EV charging
stations installed. In addition, at least 10% of the total parking
spaces at newly constructed multifamily housing must be EV-capable.

EV-capable parking spaces have electric panel capacity and space for a
branch circuit that enables the future installation of EV charging
stations. Additional restrictions apply.

(Reference [Senate Bill 103, 2023](https://legis.delaware.gov/BillDetail/140422) and [Delaware Code Title 16, Chapter 80](https://delcode.delaware.gov/index.html))",2023-08-03 00:00:00 UTC,,false,68,Laws and Regulations,"",2023-10-11 15:04:09 UTC,,,,"",ELEC|PHEV,"",BUILD,MUD|OTHER,https://legis.delaware.gov/BillDetail/140422|https://delcode.delaware.gov/index.html,enacted,2023-08-03
13306,OR,Electric Vehicle (EV) Charger Certification ,"EV chargers that are funded or authorized by an Oregon state agency must
be installed by a licensed contractor that holds either an [Electric
Vehicle Infrastructure Training Program](https://evitp.org/) (EVITP)
certification or equivalent training program certification. This
requirement does not apply to EV chargers installed at single-family
dwellings, townhouses, or multifamily housing with four or fewer
residential units. Additional requirements apply.

The Oregon Electrical and Elevator Board may audit EVITP to ensure that
it includes the most current national electrical codes and best
practices for the installation of EV chargers.

(Reference [Senate Bill 582, 2023](https://www.oregonlegislature.gov/bills_laws))",2023-07-31 00:00:00 UTC,,false,57,Laws and Regulations,"",2023-08-26 03:31:29 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV|OTHER,https://www.oregonlegislature.gov/bills_laws,enacted,2023-07-31
13358,MI,Electric Vehicle (EV) Charging Station Energy Fee Exemption,"A commercial electric customer that installs or modifies electrical
wiring or outlets for EV charging is exempt from energy optimization
charges. Additional terms and conditions apply.

(Reference [Senate Bill 303, 2023](https://www.legislature.mi.gov/(S(u4pv4negwft50p1t3b2ohjch))/mileg.aspx?page=Bills))",,2023-07-27 00:00:00 UTC,false,4,State Incentives,"",2023-10-27 20:22:54 UTC,,,,"",ELEC|PHEV,EXEM,"",FLEET,https://www.legislature.mi.gov/(S(u4pv4negwft50p1t3b2ohjch))/mileg.aspx?page=Bills,amended,2023-07-27
9292,ID,Electric Vehicle and Hybrid Electric Vehicle (HEV) Exemption from Vehicle Testing Requirements,"Electric vehicles, plug-in hybrid electric vehicles, and HEVs are exempt
from state motor vehicle inspection and maintenance programs. For more
information, see the Idaho Vehicle Inspection Program website.

(Reference [Idaho Statutes 39-116B](https://legislature.idaho.gov/statutesrules/) and [Senate Bill 1254, 2022](https://legislature.idaho.gov/sessioninfo/))",2013-01-01 00:00:00 UTC,,false,12,State Incentives,"",,,,2023-07-17 00:00:00 UTC,"",ELEC|HEV|PHEV,EXEM,"",FLEET|GOV|IND,https://legislature.idaho.gov/statutesrules/|https://legislature.idaho.gov/sessioninfo/,repealed,2023-07-17
12007,CO,Impact Assistance Program for Public Fleets,"The Colorado Department of Local Affairs (DOLA) offers funding for the
incremental cost of alternative fuel vehicles (AFVs) and alternative
fueling infrastructure for public fleets. Eligible entities include
municipalities, counties, and special districts. For more information,
see the DOLA Energy Impact Assistance Fund Grant website.
",,,false,16,State Incentives,"",2018-07-11 17:47:20 UTC,2023-07-13 00:00:00 UTC,,,"",BIOD|ELEC|HY|NG|LPG,GNT,"",GOV,"",expired,2023-07-13
12730,US,Alternative Fuel Corridor (AFC) Grants,"The U.S. Department of Transportation (DOT) must establish a competitive
grant program to strategically deploy publicly accessible electric
vehicle charging and hydrogen, propane, and natural gas fueling
infrastructure along designated DOT Federal Highway Administration
[AFCs](https://afdc.energy.gov/laws/11675). The grant provides funding
for designated Corridor-Pending AFCs to install infrastructure to
convert to Corridor-Ready AFCs, and for Corridor-Ready AFCs to install
alternative fuel infrastructure to provide station redundancy and meet
higher demand. Propane fueling infrastructure is limited to use by
medium- and heavy-duty vehicles. Eligible entities include states,
metropolitan planning organizations, local governments, political
subdivisions, and tribal governments. Additional funding eligibility and
considerations apply. The grant program must be established by November
15, 2022. For more information, see the DOT
[AFC](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/)
website.

(Reference [Public Law 117-58](https://www.congress.gov/public-laws/117th-congress) and [23 U.S. Code 151](https://www.govinfo.gov/))",2021-11-15 00:00:00 UTC,,false,,Incentives,U.S. Department of Transportation,2021-11-29 20:32:55 UTC,,2023-07-11 00:00:00 UTC,,"",ELEC|HY|NG|PHEV|LPG,GNT,"",GOV|TRIBAL,https://www.congress.gov/public-laws/117th-congress|https://www.govinfo.gov/,archived,2023-07-11
13374,CA,Zero Emission Transit Incentive Program Authorization,"The California State Transportation Agency (CalSTA) is authorized to
establish the Zero-Emission Transit Capital Program to provide funding
for zero-emission transit equipment, including zero emission vehicles
and fueling infrastructure. By October 31, 2025, and annually
thereafter, funding recipients must submit a report to CalSTA on how
funds were utilized. For more information, see the CalSTA [SB 125
Transit
Program](https://calsta.ca.gov/subject-areas/sb125-transit-program)
website.

(Reference [California Government Code 13979.3 and 13987 and California Public Resources Code 75260](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2023-07-10 00:00:00 UTC,,false,195,Laws and Regulations,"",2023-11-13 05:26:55 UTC,,,,"",ELEC|HY,"",OTHER,GOV|TRANS,https://leginfo.legislature.ca.gov/faces/home.xhtml|https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2023-07-10
12875,IL,Electric Vehicle (EV) and EV Charger Manufacturing Tax Credits,"The Illinois Department of Commerce and Economic Opportunity's
Reimagining Electric Vehicles in Illinois Program (REV Illinois Program)
offers tax credits to eligible EV, EV component parts, and EV charger
manufacturers. Credits are available in two tiers. Tier 1 credits are
available to EV, EV component, and EV charger manufacturers that invest
a minimum of \$20 million and create at least 50 new jobs within 4 years
in Illinois. Tier 2 credits are available to the following entities:

-   EV manufacturers that invest a minimum of \$1.5 billion and create
    at least 500 jobs within 5 years in Illinois;
-   EV component part manufacturers that invest a minimum of \$300
    million and create at least 150 jobs within 5 years in Illinois;
    and,
-   Manufacturers converting existing facilities to allow for EV and EV
    component production that invest a minimum of \$100 million and
    retain at least 50 full-time jobs within 5 years in Illinois.

Tax credit amounts vary, and additional eligibility requirements may
apply. Tax credits increase for businesses located in priority areas,
which includes underserved communities or communities in energy
transition areas. Tier 2 applicants may also be eligible for the
following tax exemptions:

Tax Exemption Overview

Credit Expiration

Exemption from retailer occupation tax paid on building materials

15 years

Exemption from state utility tax for electricity and natural gas

15 years

Exemption on telecommunication excise tax and ICC administrative charge

10 years

Tier 2 applicants may also qualify for an income tax credit worth 0.5%
of the investment in qualified property. Credits may be claimed
beginning January 1, 2025. For more information, see the Illinois
Department of Commerce and Economic Opportunity [REV Illinois
Program](https://dceo.illinois.gov/businesshelp/rev.html) website.

(Reference [35 Illinois Compiled Statutes 5/236 and 5/237](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2021-11-16 00:00:00 UTC,2023-07-06 00:00:00 UTC,false,10,State Incentives,"",2022-04-11 18:01:58 UTC,,,,"",ELEC|PHEV,TAX,"",FLEET|OTHER,http://www.ilga.gov/legislation/ilcs/ilcs.asp|http://www.ilga.gov/legislation/publicacts/default.asp|https://www.ilga.gov/default.asp|https://www.ilga.gov/default.asp,amended,2023-07-06
13367,HI,Electric Vehicle (EV) Road Usage Charge Development Requirement ,"The Hawaii Department of Transportation must develop a long-term
mileage-based road usage fee implementation plan for EVs and submit it
to the Hawaii Legislature prior to the 2026 legislative session.

(Reference [Hawaii Revised Statues 249-2](https://www.capitol.hawaii.gov/))",2023-07-05 00:00:00 UTC,,false,42,Laws and Regulations,"",2023-11-07 15:34:27 UTC,,,,"",ELEC,"",OTHER,GOV,https://www.capitol.hawaii.gov/|https://www.capitol.hawaii.gov/,enacted,2023-07-05
13307,HI,Electric Vehicle (EV) Road Usage Charge Program,"Beginning July 1, 2025, the owner of an EV may elect to pay an annual
mileage-based road usage fee in lieu of paying an additional
[registration fee](https://afdc.energy.gov/laws/12227). The fee is
\$0.08 per mile, up to \$50 per year.

Beginning June 30, 2028, the additional registration fee expires, and
all EV owners must pay the state mileage-based road usage charge.
Additional conditions apply. For more information, see the Hawaii
Department of Transportation [Road Usage Charge
Demonstration](https://hiruc.org/) website.

(Reference [Hawaii Revised Statues 249-2](https://www.capitol.hawaii.gov/))",2023-07-05 00:00:00 UTC,,false,94,Laws and Regulations,"",2023-08-26 03:41:52 UTC,,,,"",ELEC,"",EVFEE,FLEET|GOV|IND,https://www.capitol.hawaii.gov/|https://www.capitol.hawaii.gov/,enacted,2023-07-05
13368,HI,Transportation Emission Reduction Goal and Electric Vehicle (EV) Infrastructure Support,"Hawaii established state goals to reduce greenhouse gas emissions by 50%
below 2005 levels by 2030 and achieve zero emissions across all
transportation sectors by 2045. To support these goals, the Hawaii
Department of Transportation (HDOT) must establish a Clean Ground
Transportation Working Group and an Interisland and Transpacific Clean
Transportation Working Group. HDOT and the Hawaii State Energy Office
(HSEO) must develop plans in coordination with both working groups to
ensure sufficient EV charging capacity to support the growing use of
electric modes of transportation in Hawaii. HDOT and HSEO must:

-   Develop a plan to increase the State's electric charging capacity at
    a rate that exceeds state EV sales and projected charging needs;
-   Allow EVs to access high-occupancy vehicle lanes until EVs
    constitute at least 40% of all new vehicle sales; and,
-   Develop and implement other options to accelerate the transition to
    zero-emission transportation.

The working groups must submit an annual report to the Hawaii
Legislature on progress made and recommendations.

(Reference [Hawaii Revised Statutes 225P-5](http://www.capitol.hawaii.gov/))",,2023-07-05 00:00:00 UTC,false,47,Laws and Regulations,"",2023-11-07 15:47:49 UTC,,,,"",ELEC|HY,"",AIRQEMISSIONS,GOV,http://www.capitol.hawaii.gov/|https://www.capitol.hawaii.gov/,amended,2023-07-05
6105,RI,Alternative Fuel Vehicle (AFV) Tax Exemption Authorization - Warren,"The town of Warren may allow excise tax exemptions of up to \$100 for
qualified AFVs registered in Warren. Qualified vehicles must be
primarily fueled with one of the following: an electric motor drawing
current from rechargeable batteries or fuel cells; gas produced from
biomass, where biomass is defined as any organic material other than
oil, natural gas, and coal; liquid, gaseous or solid synthetic fuels
produced from coal; or coke or coke gas.

(Reference [Senate Bill 705, 2023](http://webserver.rilin.state.ri.us/Statutes/) and [Rhode Island General Laws 44-34-14](http://webserver.rilin.state.ri.us/Statutes/))",2006-07-06 00:00:00 UTC,,false,12,Laws and Regulations,"",,,,2023-07-01 00:00:00 UTC,"",ELEC|HY|OTHER,"",FUEL,FLEET|IND,http://webserver.rilin.state.ri.us/Statutes/|http://webserver.rilin.state.ri.us/Statutes/,repealed,2023-07-01
